id;name
2532225;wzab
26227737;m-kru
11554700;gumaas
25743169;mguminski
2694082;jMarcS
2688992;RFO-BASIC
2723615;Paulon0n
5593376;olimaticer
378297;gustavoz
6599;jacmet
1089203;tpetazzoni
6279926;bkuhls
3400200;yann-morin-1998
37258283;ErikBAndersen
8298220;baruchsiach
201627;culssw
141020;aldot
3524784;RomainNaour
1485263;ffontaine
46793;fperrad
282697;arnout
1172125;yegorich
380088;tSed
176950;vapier
7582443;patrickdepinguin
6870896;joerg-krause
10682417;pseiderer
4399378;aduskett
1044841;fabioestevam
7093452;wbx-github
323934;maximeh
1172960;lucaceresoli
1389436;pauliuszaleckas
132732;spdawson
1491907;fabio-porcedda
8090422;martinbark
1982651;elebihan
2968459;gibsson
2353232;sjhill71
434333;djdeath
2354782;nkukard
368287;mripard
308242;correa
651196;allannielsen
26758813;MartinBanky
93721;willnewton
24559665;danomimanchego123
1583679;cmchao
36597314;mrothNET
783601;m039
1223122;sagaertj
1334853;falkTX
3896190;nick87720z
4637290;InTheMorning
8705846;trebmuh
4017049;rhetr
13842596;bencrossman
2571823;schnitzeltony
436317;atsampson
17614485;jpcima
7373356;Johnnynator
23723605;pdesaulniers
1940579;qwertysam
26113120;BramGiesen
884177;net147
7240277;progwolff
206854;kasbah
33163;marado
108225;mxmilkiib
204286;simonvanderveldt
271906;yurivict
3407655;alex-tee
1045984;diovudau
766621;fundamental
4140247;luzpaz
1058877;nickolas360
1171962;redtide
1528286;ikwzm
587779;yuasatakayuki
148955;jcw
39480;tve
3786564;SevenW
2557225;tht
316223;pelrun
236571;smurfix
2646973;JohnOH
1914137;pragtich
3072993;kalikaneko
13296299;donghengqaz
10193813;wujiangang
24221485;ustccw
13846382;xiongyumail
36284;trygvis
29531117;lhespress
20113408;supreetd21
63690793;cwespressif
17900799;AFellmett
10028552;jitin17
8659527;shahpiyushv
8918468;costaud
35247311;jiajia13201845317
11159719;berkutta
23134411;heyinling
9865923;Matombo
25979965;xcguang
3882656;hosunrise
26754847;xiewenxiang
5329891;oh2aun
775050;larsbrinkhoff
1101706;terpstra
2254775;mkreider
70113;gnulabis
1563609;stefanrauch
1001515;mcattin
5381778;gsiRepo
25149491;pjanswei
458401;qermit
1002250;lerwys
1672028;klyone
13433645;tgingold
16334725;gingold-adacore
956109;Paebbels
41485697;emogenet
25403527;ccorn
1429315;cirosantilli
8713064;vicencb
20143678;Jonsba
19510812;jrakow
2054878;endofexclusive
13948637;thomashk0
59872;forrestv
280321;andreygursky
2690845;BenWiederhake
7607;bert
2302947;Bobo1239
969244;DavidKeller
3187663;m42uko
4294942;FSMaxB
1904514;robinkjoy
23278246;tlswo
5798032;silkeh
8518239;gitter-badger
10209253;preusser
2244480;flip111
4018223;kraigher
23616322;lvoudour
1286062;Obijuan
634312;jrowberg
1760209;ivankravets
2058614;J3RN
655495;eadf
2665319;zoellner
12569419;Daichou
351548;schamp
104009;loopj
8151802;RobertRFenichel
642787;honnet
965463;PaulStoffregen
2457514;FrankBoesing
2452028;kript0n
4872465;ryanneve
7496850;hamish2014
4535296;amiller27
999808;aspineux
1611526;jensh
6625614;natecostello
2740070;rgsteele
9851287;thorsten-gehrig
807120;me21
20491467;k1l1
4948347;sebokmarton
1508932;PeterisSkorovs
69296;thomaskilian
7042222;diegob94
15235308;899NTH
232895;alebahn
11927837;mindsporter
21174856;dmnewbold
4114937;alessandrothea
26894710;kristianharder
25907663;dpcsankey
57132999;awr01
5223418;tswilliams
13275471;bundocka
1791681;timelike
8066251;carlosghabrous
413627;chiggs
3698891;stuarthodgson
425260;eric-wieser
360986;cmarqu
4984003;leftink
22162772;ktbarrett
4158544;themperek
1467123;imphil
789580;Martoni
1093998;GordonMcGregor
8214162;elgorwi
18592960;Matthewar
7090851;lukedarnell
47790688;garmin-mjames
772542;forensicgarlic
299017;wallento
1669136;TC01
10121010;tjora
13300728;mciepluc
651722;nevsan
40433108;jeroenvanstraten
52499;jeremyherbert
11200448;Fatsie
34476792;ardwiersma
945332;FinnG
10209894;mzabeltud
11442;nickg
3485809;jmorarity
138719;cospan
5227572;hofstee
2194902;olofk
3785621;kgugala
48131108;GCHQDeveloper560
40860086;GCHQDeveloper992
1590433;Jbalkind
9198957;julian-becker
33989776;a-gibson
392964;benreynwar
5930297;csantosb
17268847;DHWinterWolf
2029971;antonblanchard
60438359;dawidzim
471032;GregAC
6585129;trabucayre
2773186;joshuisken
17534278;Oxore
45362851;piotr-binkowski
3329860;rodrigomelo9
2404255;stffrdhrn
8666134;towoe
53745528;tomroberts-lowrisc
777870;wgoossens
6418027;cr1901
1468818;fjullien
7854806;awygle
1028784;skristiansson
587630;andrzej-r
149442;bluecmd
17334;esden
2446659;nturley
2195304;ahmedalsawi
416815;frantony
148607;hansfbaier
1662021;jeremybennett
140166;mgielda
20595222;ThomasHornschuh
101105;euripedesrocha
5521177;daveshah1
245573;veprbl
9394652;hatimak
1085865;jschiefer
240752;Limb
6349437;llessa
38422348;umarcor
6628437;eine
168609;pepijndevos
38131016;gritbub
1034175;tmeissner
33229141;marph91
20584549;lavovaLampa
44707562;arcturus140
4996878;sharkcz
50219597;dominiksalvet
16946258;gasparka
1360808;vuokko
1174243;maehne
4643655;gpetruc
19324755;epekkar
24544611;teuhom
19324441;TermosPullo
6533038;timodhamalainen
4605303;ithinuel
9358238;gnunn1
1607653;weblate
29852;phw
14939413;f2404
2356842;dsboger
1716229;Vistaus
7660997;bilelmoussaoui
8687359;jjedelsky
22990085;mrksu
2768725;frnogueira
422013;alexwhitman
16877755;MetotoSakamoto
555806;psokol
2212875;se7entime
12208593;p-bo
4953862;kostich
2112909;haaninjo
417468;ximion
28922018;s4n-gt
747342;danielkza
5006263;MingcongBai
10459948;BLooperZ
1916739;sukso96100
677124;ivoarch
13802408;comradekingu
48352583;mohammadA19
15961107;igor-dyatlov
6314496;shadowislord
3162413;arrizalamin
11208291;trinhanhngoc
16778769;UVVM
25385511;Bitvis
46921073;vhamle
24329243;jeremiah-c-leary
9048588;ryanfitzsimon
16074523;willkamp
61417801;joerg-de
8571983;csomers82
180017;nashif
1098415;jukkar
1032570;jhedberg
3387369;andrewboie
1608406;tbursztyka
2156363;Vudentz
9752026;wrsPeterMitsis
3072104;finikorg
9720871;ajstephens
6357566;mshawcroft
9720870;benwrs
16417047;galak
38592223;dcpleung
6350656;cvinayak
8512885;rveerama1
11610507;xpuarli
12450381;carlescufi
10126877;MariuszSkamra
6172539;MaureenHelm
9827029;jmcruzal
11063618;dbkinder
18574308;erwango
11063850;inakypg
15001;lpereira
15236454;baohongliu
1420;vcgomes
500451;pfalcon
9755353;dkorovki
11818105;fvincenzo
12836758;jmnlcruz
1183545;pstefaniaktest
748925;FedericoVaga
2649455;abyszuk
8750321;greg-daniluk
25661336;rubini
848871;colosimo
5327658;pfez
1737009;neub
2697547;mougino
2783655;mrleavitt
